label,text,answer
4,"Your cells are eukaryotic, from the Greek for ""nut"", meaning they have a true one of these",a nucleus
2,"Active as a lawyer from age 21, he used a dictating machine to write his Perry Mason novels",Erle Stanley Gardner
1,"This Killers frontman slew fans all by himself with his 2010 solo album ""Flamingo""",(Brandon) Flowers
2,"Though he never won a Nobel Prize, ""The Life of"" this Frenchman won a '37 Best Picture Oscar",Émile Zola
3,"He captained the Victory, Lord Nelson's flagship, at Trafalgar (remember the quote)",Hardy
3,The Thousand was a novel written by this Italian guerrilla leader based on his 1860 Sicilian expedition,Giuseppe Garibaldi
2,Mary Rinehart's,Roberts
0,"The King George VI falls drop 1,600 feet in this small South American country",Guyana
3,"On the cover of the 1941 first issue of this comic book, the title hero punches Hitler in the jaw",Captain America
2,"In the last years of his life, he devoted many of his working hours to ""Finnegans Wake""",James Joyce
2,"Published in 1961, ""The Winter of"" this was John Steinbeck's last novel",The Winter of Our Discontent
0,This peninsula accounts for nearly 70 percent of Denmark's land area,Jutland
2,"His book, ""Omoo"", is subtitled ""Adventures in the South Seas""",Herman Melville
3,"In 1993 Intel introduced this new chip, which had 3.1 million transistors",Pentium
1,In 1988 Phil Collins resurrected this Mindbenders hit & topped the charts,A Groovy Kind Of Love
2,Umberto Eco,Italy
4,The process by which a substance changes from liquid to a gas is called this,Vaporization
3,In 1886 mothers began forcing their sons to wear silly velvet suits inspired by this titled tot of literature,Little Lord Fauntleroy
4,This 11th letter of the Greek alphabet is used to symbolize wavelengths,lambda
3,"Mayor Fiorello LaGuardia was born in NYC, but as a teen he lived in this Hungarian capital city",Budapest
3,In 1996 Emil Constantinescu defeated Ion Iliescu in a runoff election for president of this country,Romania
1,"This type of romantic composition for piano derives its name from the Latin word for ""night""",Nocturne
2,John's scallions,Bunyan's onions
1,"So how could I dance with another, when this happened",I saw her standing there
1,C is for this musical passage added at the end of a movement for a fitting conclusion or climax,a coda
3,"This French designer's ""New Look"" for 1947 included a narrow waist & padded hips",Christian Dior
0,"1 of the 4 countries on the continent of Africa whose name starts with ""B""",Botswana
2,"Most of Nadine Gordimer's novels including ""July's People"" are set in this country where she grew up",South Africa
1,Why Can't The English?,My Fair Lady
3,"On Jan. 19, 1977 President Ford pardoned this woman who'd been convicted of treason in World War II",Tokyo Rose
1,Dan Seals was part of England Dan & John Ford Coley & his brother Jim Seals was part of this duo,Seals & Crofts
0,This Congolese capital was named for the explorer who in 1880 claimed the area,Brazzaville
3,"A 1928 campaign slogan promised this ""in every pot and a car in every garage""",a chicken
2,"Lincoln called it ""the book that caused the big war""",Uncle Tom's Cabin
3,Grace was its princess (6),Monaco
3,"Mata Hari pretended to be Asian, but she was actually born in this European country",The Netherlands/Holland
1,In 1974 Paul McCartney formed a new version of this group with drummer Geoff Britton & guitarist Jimmy McCulloch,Wings
3,"He's the emperor portrayed here in 1804, clad in his elaborate coronation dress:",Napoleon Bonaparte
1,"Big River, featuring such characters as the Widow Douglas & Tom Sawyer, is based on this book",Huckleberry Finn
2,"In an elegy, Shelley said this poet's soul ""Like a star, beacons from the abode where the eternal are""",Keats
2,"Playwright Edward Albee asked ""Who's afraid of"" this respected British novelist",Virginia Woolf
3,"On April 2, 1917 President Wilson told Congress, ""The world must be made safe for"" this",democracy
2,"At the start of a novel by this author, Dombey is 48 years old & son, 48 minutes",Dickens
4,Hydroscopic substances have a tendency to absorb this from the atmosphere,water (or moisture)
0,The St. Lawrence River leaves this lake at Kingson,Lake Ontario
2,"Pulitzer Prize-winning playwright who wrote the novel ""The Human Comedy""",William Saroyan
0,The Red Sea is considered an arm of this ocean,Indian Ocean
2,"She set ""Death Comes For The Archbishop"" in New Mexico, not on the Nebraska prairie",Willa Cather
3,As a teen Walter Raleigh served with the armies of these French Protestants,the Huguenots
3,It was the Roman designation for the region virtually identical with modern France,Gaul
3,In 1939 Poland was divided almost equally between Germany & this country,Soviet Union
1,"LSO for short, it has recorded such works as Mahler's 8th, Sibelius' 2nd, ""Layla"" & ""King Of Pain""",the London Symphony Orchestra
2,The initials W.H. in this poet's name stood for Wystan Hugh,W.H. Auden
3,Provence got its name from being this empire's first province beyond the Alps,the Roman Empire
1,"When Mendelssohn died, Eduard Marxsen wrote, ""A master of the art is gone; a greater arises in"" this ""Lullaby"" composer",Brahms
1,"In 1950 Patti Page had a No. 1 hit with this, later a state song",Tennessee Waltz
1,"It started coming down the cable at one minute after midnight, August 1, 1981",MTV
0,The Los Angeles aqueduct crosses the western part of this desert,the Mojave
3,Etienne Brule was the first European to see this second-largest Great Lake (4)  (4) And was killed by the tribe of the same name,Huron
1,"It's the instrument on which you'd perform a drag, flam or roll",a drum
1,"Harry Chapin sang ""Taxi"" & she had a hit with ""Fast Car""",Tracy Chapman
1,"This performer became an Opry member in 1991, the same year his ""When I Call Your Name"" album went platinum",Vince Gill
4,"Singular form of the word ""bacteria""",bacterium
2,"As of 1996 he had 5 of the 15 bestselling children's books ever, led by ""Green Eggs and Ham""",Dr. Seuss
1,"Hey, now!  Elvis Costello sold Hank Kingsley a lemon of a sports car on this HBO comedy",The Larry Sanders Show
2,"In this novel, Bill Sikes kills Nancy",Oliver Twist
2,"Late 14th century: ""A Miller, a Reeve & a Nun Walk into a Bar""",The Canterbury Tales
2,"Throughout a 1954 book, this elephant repeats, ""A person's a person, no matter how small""",Horton
0,In 1951 Portugal allowed NATO to establish an airbase on the island of Terceira in this archipelago,Azores
0,"It includes 3 present Atlantic provinces, & in the 18th C. 4,000 inhabitants of it took a long trip southwest",Acadia
0,"We don't mean to ""Boer"" you, but Paul Kruger has a national park named for him in this country",South Africa
1,Everyday Is A Winding Road for this singer who used to back Michael Jackson,Sheryl Crow
4,The tail of this body is formed when ice turns into gas as it gets closer to the sun,a comet
4,"The frequency of a note is measured in this, abbreviated Hz",hertz
3,The first major engagement for U.S. troops in this 20th century war was the Battle of Belleau Wood,World War I
0,"From 1889 until 1961, this mountain's highest point was known as Kaiser-Wilhelm-Spitze",Mount Kilimanjaro
2,"Proust paid to publish ""Swann's Way"", the first part of this epic work, after publishers rejected it",Rememberance of Things Past
3,"Hatshepsut, who ruled this country 1503-1482 B.C., claimed to be the daughter of the god Amon",Egypt
3,In '69 Al holds up Apollo 11's launch when he's late picking up this 2nd man on the moon to drive him to Cape Kennedy,"Edwin ""Buzz"" Aldrin"
1,"Italian for ""first lady"", the leading opera singer in a company",a prima donna
2,"In 1990 he became the first Mexican poet to win the Nobel Prize for Literature, not the eighth for Peace",Octavio Paz
4,"At Prague Tech, we wonder if this physics professor's voice got higher as he moved toward you",Christian Doppler
2,"The next-to-last chapter of this novel is entitled ""The Knitting Done""",A Tale of Two Cities
4,This is the formulation of the Einstein equation,E = mc2
3,"The Cuban mission known as Lookout Farm, or Finca Vigia, was home to this author from 1939 to 1960",Hemingway
3,"During the Boer War, this future British prime minister escaped from a prison camp in Pretoria",Winston Churchill
2,"This author's work as a private detective with Pinkerton lent authenticity to ""The Maltese Falcon""",(Dashiell) Hammett
1,"Ludwig II of Bavaria adored this composer's work & paid him to complete ""The Ring of the Nibelung""",Richard Wagner
3,"In 1823, 5 present Central American countries broke away from this nearby one",Mexico
2,He wrote “The Bells” & “Annabel Lee” at his farmhouse in the Bronx,Edgar Allan Poe
3,"On April 22, 1889 ""Sooners"" staked claims hours ahead of schedule in Guthrie City in this territory's land grab",Oklahoma
4,"Metabolic imbalances can cause this, an electrical disturbance that alters the heartbeat",arrhythmia
2,"This author of the Uncle Remus stories also wrote ""Wally Wanderoon and His Story-Telling Machine""",Joel Chandler Harris
4,The Other Log of Phileas Fogg was a 1973 sci-fi retelling of this novel written a century earlier,Around the World in 80 Days
1,This notation used to indicate that the music should get softer is often abbreviated dim.,diminuendo
0,Lake Avernus in Campania in this country was believed by the ancients to be the entrance to Hades,Italy
1,"It's a Love Thing, ""Your Everything"" & ""Rollercoaster"" were country hits for this Down Under singer",Keith Urban
2,"The title of this novella that won the 1953 Pulitzer Prize consists of 6 words, each of which is 3 letters long","\""The Old Man and the Sea\"""
4,"Most of the elements on the periodic table are these, including the 6 alkali ones",metals
2,His 2 middle names were Scott & Key,F. Scott Fitzgerald
3,Cuba first came under Spanish control in this century,the 16th century
3,"Slovakia was conquered by the Magyars in 907 & this country proceeded to rule it for 1,000 years",Hungary
4,Most icebergs in the north Atlantic come from about 20 glaciers on this island's west coast,Greenland
2,"His last completed novel, ""The Marble Faun"", was published in 1860",Nathaniel Hawthorne
4,"A flow of air from ocean to land, often producing clouds; or a drink of vodka, grapefruit & cranberry",a sea breeze
3,Drugs called protease inhibitors show great promise in the fight against this disease,AIDS
2,"His greatest novel was a commercial flop, so he supported his family with stories like ""Bartleby the Scrivener""",(Herman) Melville
2,"The Plain of Ease, the Valley of Humiliation & the Country of Conceit appear in this John Bunyan work",Pilgrim's Progress
2,"This Mississippian's first novel, ""Soldier's Pay"", was recommended to a publisher by Sherwood Anderson",William Faulkner
1,"And if one night you hear crying from above, it's 'cause of this, the title of a 1976 hit",Heaven Must Be Missing An Angel
3,"Louis XIV, ""The Sun King"", liked this fruit so much he had a grove of them at Versailles, so he always had days with sunshine",oranges
1,"This state precedes ""Rain"" in an Elvis song title & ""Woman"" in the title of a Neil Diamond hit",Kentucky
2,"First name of novelist Kingsley Amis' son, also a noted novelist",Martin
